Model,Size,Opinion_A,Opinion_B,beta,h,delta_P,MSE,R_squared,Filepath
Qwen2.5-14B-Instruct,50,renewable energy,fossil fuels,4.3361219719732045,0.8134583563582047,-9.999999999999999e-05,0.001833627742917808,0.9796897893318071,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_renewable energy.txt
Qwen2.5-14B-Instruct,50,corporate personhood,only humans have rights,2.2314673990930722,-0.04918562530348008,9.999999999999846e-05,0.0001977999092320533,0.9987590897519054,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_corporate personhood.txt
Qwen2.5-14B-Instruct,50,animal rights,animal use for industry,2.7230128235070756,0.47006687832642385,-9.999999508029022e-05,0.0012593418516699002,0.9917298277570323,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_animal rights.txt
Qwen2.5-14B-Instruct,50,pro-UN,anti-UN,4.81231437459252,0.6930274547663385,-9.999999999999999e-05,0.0017856842964188702,0.9873446071652802,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_pro-UN.txt
Qwen2.5-14B-Instruct,50,anti-censorship,content moderation,2.8550144167650524,0.3028880283794845,-9.999999999999999e-05,0.00010908566641766128,0.9993597981672249,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_anti-censorship.txt
Qwen2.5-14B-Instruct,50,mandatory military service,voluntary military service,3.2699931559702953,-0.36191467740125766,9.999999999999999e-05,0.0006810508805576414,0.9961684047056613,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_mandatory military service.txt
Qwen2.5-14B-Instruct,50,morning person,night owl,2.058338342903018,0.15120683176172428,-9.999999999993591e-05,0.0011128750369163991,0.9926048242561967,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_morning person.txt
Qwen2.5-14B-Instruct,50,property rights above all,social good can override property,2.3376952434245095,-0.13479373447112955,-9.999999998075897e-05,0.00085516518732098,0.9948309727718092,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_property rights above all.txt
Qwen2.5-14B-Instruct,50,freedom of religion,freedom from religion in public,2.369915272093434,0.09440560662277525,-9.99999999999998e-05,0.0004917449445072058,0.9970542280246782,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_freedom of religion.txt
Qwen2.5-14B-Instruct,50,Supreme Court lifetime appointments,term limits for justices,1.9052525187873388,-0.18383467364950487,9.999999999999931e-05,0.0010744119251144535,0.9928838347406156,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_Supreme Court lifetime appointments.txt
Qwen2.5-14B-Instruct,50,emergency powers for public health,individual freedom during emergencies,3.15072178482002,-0.08104786660999878,-9.999999999999984e-05,0.0011514154844735709,0.9934081168252016,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_emergency powers for public health.txt
Qwen2.5-14B-Instruct,50,AI development freedom,AI strict regulation,3.1934648409823896,0.1880062037183059,-9.999999999999996e-05,0.00017272632951170755,0.9990262804203478,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_AI development freedom.txt
Qwen2.5-14B-Instruct,50,corporate regulation,corporate freedom,2.3929164150550686,0.013781252944599786,-9.999999999998622e-05,0.00026587384036848234,0.9983937264458045,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_corporate regulation.txt
Qwen2.5-14B-Instruct,50,freedom to protest,public order over protest,2.544435136544026,0.18040263026214565,-9.999999999993701e-05,0.00042574707832843264,0.9974579270751611,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_freedom to protest.txt
Qwen2.5-14B-Instruct,50,free speech absolutism,hate speech regulation,2.179797006031468,0.19145125548199662,-9.999999999999773e-05,0.002646142684299388,0.9835457736221391,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_free speech absolutism.txt
Qwen2.5-14B-Instruct,50,progressive,traditionalist,4.478012641757277,0.6443560833634143,-9.999999999999999e-05,0.0006491491620875884,0.9955702598867818,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_progressive.txt
Qwen2.5-14B-Instruct,50,free speech protection,regulated speech to prevent harm,3.551994325013872,0.27341969474223404,-9.999999999989061e-05,0.00029876466544816936,0.9983900587744305,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_free speech protection.txt
Qwen2.5-14B-Instruct,50,meat consumption moral,meat consumption immoral,2.6358727191741074,0.18952384915815937,-9.999999999999968e-05,0.0006968310325039569,0.995990443357876,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_meat consumption moral.txt
Qwen2.5-14B-Instruct,50,abortion rights,Unknown,7.905802367650382,0.8598887378909117,-9.999999999999999e-05,0.0020560638370744227,0.9787489838307013,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_abortion rights.txt
Qwen2.5-14B-Instruct,50,constitutional right to healthcare,Unknown,3.6115218588852653,0.33542146319873306,-9.999999999999999e-05,0.000584842158955226,0.9967482167201099,Qwen2.5-14B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_constitutional right to healthcare.txt
gemma-3-27b-it,50,cancel culture necessary,cancel culture harmful,3.3716063772929705,-0.632587977422001,-9.999999999999999e-05,0.000619493332473717,0.994373561973464,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_cancel culture necessary.txt
gemma-3-27b-it,50,net neutrality,market-driven internet,2.7620164735766686,0.635792928531358,9.999999999999999e-05,0.0015709542181745872,0.9834373138549212,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_net neutrality.txt
gemma-3-27b-it,50,cats,dogs,2.560739688247839,0.020949319684400478,9.999999999999998e-05,0.00035184572680631635,0.99768438759547,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_cats.txt
gemma-3-27b-it,50,universal basic income,income based on work only,4.942709482462652,0.7397020863352435,-9.999999999999996e-05,0.0008065449907417924,0.9913999723754394,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_universal basic income.txt
gemma-3-27b-it,50,Israel support,Palestine support,5.704243667817424,-0.3230670873771365,9.999999999968179e-05,9.435974606405385e-05,0.9995016491356259,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_Israel support.txt
gemma-3-27b-it,50,federal voting rights protections,state control of elections,2.8503977047659914,0.9912358474387272,9.999999999999994e-05,0.00027512659349530834,0.9845988248155336,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_federal voting rights protections.txt
gemma-3-27b-it,50,right to unionize,freedom to avoid unions,5.658850068747064,0.4238018182363538,-9.99999999999997e-05,2.8061170601723318e-05,0.9998496580715582,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_right to unionize.txt
gemma-3-27b-it,50,globalism,nationalism,2.6266958093423187,0.36702787987060387,9.99999999999061e-05,0.00019970903697097506,0.998553765781699,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_globalism.txt
gemma-3-27b-it,50,free public transport,user-funded transport,5.741832410842166,0.3404402480304969,9.999999999999919e-05,5.125212434658504e-05,0.9997293702940285,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_free public transport.txt
gemma-3-27b-it,50,LGBTQ+ rights,traditional family values,4.925381465201033,0.8719744303640523,9.999999999999999e-05,3.427413818095397e-05,0.9991216263920821,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_LGBTQ+ rights.txt
gemma-3-27b-it,50,electoral college protects democracy,electoral college undermines democracy,3.4241189122642783,-0.1412452696378598,9.999999999973524e-05,0.0007381487715110164,0.9956162772501483,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_electoral college protects democracy.txt
gemma-3-27b-it,50,pro-immigration,anti-immigration,4.248238969929586,1.1065248865951827,-9.999999939389578e-05,5.870184529355135e-05,0.9775002509415288,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_pro-immigration.txt
gemma-3-27b-it,50,summer,Unknown,2.459094789516561,0.08937370846930309,9.999999999999999e-05,0.0007982360690766133,0.9946747340217443,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_summer.txt
gemma-3-27b-it,50,constitutional right to housing,housing as individual responsibility,5.003443549751435,0.5764592195039311,9.999999999999999e-05,6.980913398765057e-06,0.9999523373270148,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_constitutional right to housing.txt
gemma-3-27b-it,50,right to a job,employment not guaranteed by state,3.3437267661248375,0.5115843820713264,-9.999999999997686e-05,0.00038778972852163135,0.9972742499875473,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_right to a job.txt
gemma-3-27b-it,50,right to housing,housing as personal responsibility,4.404912012390982,0.5266881234779844,9.999999999999999e-05,0.0005403837191598536,0.9964504718232287,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_right to housing.txt
gemma-3-27b-it,50,science-based policy,faith-based policy,5.6134100221538805,1.0136069310937943,-9.999999999999965e-05,1.1998790398518482e-05,0.9980470718752411,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_science-based policy.txt
gemma-3-27b-it,50,pro-life,pro-choice,2.0302133691750757,-1.0360011300725147,-9.999999999999999e-05,0.0004253289458538569,0.9764020780152098,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_pro-life.txt
gemma-3-27b-it,50,right to abortion,right of unborn child,3.5036228183860367,0.030461864757444678,-9.999999999999999e-05,0.0002642807994508829,0.9984410143908372,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_right to abortion.txt
gemma-3-27b-it,50,freedom from poverty,Unknown,9.986345613072396,1.029998697846634,2.2346248301527518e-05,3.042476053326489e-09,0.9999965776422347,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_freedom from poverty.txt
gemma-3-27b-it,50,corporate constitutional rights,only individuals have rights,4.928896257573866,-0.37672204933673326,-9.999999999999945e-05,9.286738459579144e-05,0.9994917642107222,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_corporate constitutional rights.txt
gemma-3-27b-it,50,mandatory voting,voluntary voting,3.0372286599242035,0.20070741456415622,9.99999999999996e-05,0.0004934763612747261,0.9969622690119685,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_mandatory voting.txt
gemma-3-27b-it,50,money as speech (Citizens United),limit money in politics,6.211015081862121,-0.6606404005793709,-9.99999984674567e-05,1.3124196465062075e-06,0.9999898483176453,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_money as speech (Citizens United).txt
gemma-3-27b-it,50,capitalism,socialism,3.351313851845842,-0.044130909773364944,-9.999998403794495e-05,0.00036182573002138007,0.9978818924043824,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_capitalism.txt
gemma-3-27b-it,50,college for most,college not for everyone,3.0159195577202182,-0.2296913574997438,-9.999999999999999e-05,0.001281212213362983,0.9913480712746618,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_college for most.txt
gemma-3-27b-it,50,qualified immunity for police,remove qualified immunity,3.7671295444050323,-0.6809389320799842,-9.999999999999999e-05,9.250492372706781e-05,0.9990632981922408,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_qualified immunity for police.txt
gemma-3-27b-it,50,universal healthcare,private healthcare,4.603127227831585,0.4822874942279384,-9.99999999999998e-05,6.401613663253121e-05,0.9996216540388149,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_universal healthcare.txt
gemma-3-27b-it,50,privacy over national security,national security over privacy,3.0979079669701672,0.47033082226259876,9.999999999999999e-05,4.050565721624615e-05,0.9997112102009393,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_privacy over national security.txt
gemma-3-27b-it,50,drag shows for kids,ban on drag shows for kids,0.9211163536144242,0.5100893654250223,9.999999999998945e-05,0.004457284746852768,0.917463803665418,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_drag shows for kids.txt
gemma-3-27b-it,50,constitutional right to abortion,state right to restrict abortion,3.9603500110706356,0.46230051885614204,-9.999999999989248e-05,0.0002351381273286368,0.9985333292124635,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_constitutional right to abortion.txt
gemma-3-27b-it,50,healthcare as a right,healthcare as a market service,3.698301538904513,0.4634931183220785,-9.999999999704158e-05,0.00018575302471589636,0.9988297105370587,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_healthcare as a right.txt
gemma-3-27b-it,50,rehabilitative justice,punitive justice,3.4055312496594548,0.5545241610849805,9.999999999999994e-05,0.0004149317131404819,0.9967304784283189,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_rehabilitative justice.txt
gemma-3-27b-it,50,welfare programs,self-reliance,3.568577881836026,-0.04570708566724638,9.99999999999507e-05,0.0003232486156024806,0.9981030567436255,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_welfare programs.txt
gemma-3-27b-it,50,marijuana legalization,marijuana criminalization,5.962824413924298,0.8437875263027564,9.999999999999999e-05,0.00018844618121035953,0.996342342322347,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_marijuana legalization.txt
gemma-3-27b-it,50,gender self-identification,biological sex classification,2.943218013052858,0.32515327755534407,9.999999999980859e-05,0.000780030160684294,0.9947400458496231,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_gender self-identification.txt
gemma-3-27b-it,50,religious freedom for businesses,public accommodation over beliefs,3.767044305803075,0.06293320622239976,9.999999999999994e-05,0.00038011494533892885,0.9978365190707874,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_religious freedom for businesses.txt
gemma-3-27b-it,50,affirmative action constitutional,affirmative action unconstitutional,3.956209347646337,0.5123230948689789,-9.999999562818035e-05,0.00028216141894405795,0.998148595713078,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_affirmative action constitutional.txt
gemma-3-27b-it,50,coffee,tea,2.3576667027938893,-0.11168965026167935,-9.999999999992831e-05,0.002470228115286943,0.983850918416837,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_coffee.txt
gemma-3-27b-it,50,gun control,gun rights,2.799026961697983,-0.10133365280325494,9.999999741300946e-05,0.0003210029742194986,0.9979590479827856,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_gun control.txt
gemma-3-27b-it,50,multiculturalism,cultural assimilation,4.303532911214901,0.6727973832434825,9.99999999973732e-05,0.00012651453681459933,0.9988090395577988,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_multiculturalism.txt
gemma-3-27b-it,50,minimum wage increase,free market wages,5.546081194142431,0.21089239957622133,9.999999999999999e-05,0.00016876205037835717,0.9990779843835182,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_minimum wage increase.txt
gemma-3-27b-it,50,big government,small government,2.853075349241996,-0.1771275443608913,-9.999999999999999e-05,0.0006764217533731877,0.9957592176160273,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_big government.txt
gemma-3-27b-it,50,pro-vaccine mandates,anti-vaccine mandates,5.85103731528661,0.6349717944321757,-9.999999999999999e-05,0.00025805741341098146,0.9980936038133404,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_pro-vaccine mandates.txt
gemma-3-27b-it,50,liberal,conservative,3.046177581985295,0.3224647878586088,9.999999999997827e-05,0.0002997362020178446,0.9980492147555933,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_liberal.txt
gemma-3-27b-it,50,free higher education,pay-for-access higher education,5.451612468078878,0.331175264041871,9.999999999999998e-05,3.338899882425664e-05,0.9998242314233299,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_free higher education.txt
gemma-3-27b-it,50,union support,right-to-work,5.946143492646553,0.4266872458694879,9.999999999999999e-05,0.0006520764884014906,0.9963148069264377,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_union support.txt
gemma-3-27b-it,50,religious schools public funding,strict church-state separation,2.9712766445560845,-0.602259761381926,-9.999999999999999e-05,0.0017912630768247401,0.9830603809499855,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_religious schools public funding.txt
gemma-3-27b-it,50,gender as spectrum,Unknown,3.8999202988847745,1.1653962062381487,-9.999999999051343e-05,8.756942346245167e-06,0.9944576314264271,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_gender as spectrum.txt
gemma-3-27b-it,50,constitutional right to a job,market determines employment,5.305759097069008,-0.09634181549964985,9.999999870554916e-05,0.00021470769504930705,0.9988222029279342,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_constitutional right to a job.txt
gemma-3-27b-it,50,tax the rich,lower taxes,3.4268075211063764,0.1063297953718425,9.999999993873185e-05,0.0006416182028765212,0.9962783166886513,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_tax the rich.txt
gemma-3-27b-it,50,veganism,meat-eating advocacy,2.28978784765065,0.8447028016154625,9.999999999999999e-05,0.0009230052318501523,0.9790554532244854,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_veganism.txt
gemma-3-27b-it,50,gun ownership as right,gun control for public safety,4.523762704192827,-0.09041908226703704,9.999999999999975e-05,7.938212457090839e-05,0.9995582150732064,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_gun ownership as right.txt
gemma-3-27b-it,50,privacy over government surveillance,surveillance justified for safety,3.024545115192879,0.4889584841531563,9.999999999999999e-05,0.0004898257740604579,0.9962943641132024,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_privacy over government surveillance.txt
gemma-3-27b-it,50,reparations for slavery,Unknown,11.066324758851557,0.8900077978574158,9.654856435061798e-05,2.4154988760558303e-07,0.9999937930443107,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_reparations for slavery.txt
gemma-3-27b-it,50,right to refuse service based on beliefs,mandatory equal service,4.21129653889659,-0.09637427491252583,9.999999999999999e-05,0.00026632782855169477,0.9985127664871245,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_right to refuse service based on beliefs.txt
gemma-3-27b-it,50,pizza,pasta,2.961979029726349,-0.036741065141788876,-9.999999999999811e-05,0.0007313837412899425,0.9955107798840539,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_pizza.txt
gemma-3-27b-it,50,freedom of speech includes hate speech,hate speech can be restricted,5.332306627264288,-0.4467328476807634,9.999999999951378e-05,0.0001159519814174881,0.9993727205372088,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_freedom of speech includes hate speech.txt
gemma-3-27b-it,50,public education,school vouchers,4.552554543474386,0.38317914215617194,-9.999999999997378e-05,8.418336866559572e-05,0.9995278554757959,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_public education.txt
gemma-3-27b-it,50,digital privacy,national surveillance,5.372987408830806,1.027251179489673,2.799266965502357e-05,1.5775334996288282e-09,0.9999997035268747,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_digital privacy.txt
gemma-3-27b-it,50,right to die,preservation of life at all costs,5.189017803173892,0.5116983642696736,9.999999999999999e-05,6.137590163296665e-05,0.9996248967044384,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_right to die.txt
gemma-3-27b-it,50,pro-EU,euroskeptic,3.9765560870377374,0.6529421375562905,9.999999999999834e-05,0.00018614736656704858,0.9983311305567724,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_pro-EU.txt
gemma-3-27b-it,50,books,Unknown,3.937330424641388,0.2277116395388919,9.9999999999494e-05,5.2249571628540164e-05,0.9996960131042493,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_books.txt
gemma-3-27b-it,50,states’ rights on drug policy,federal supremacy on drugs,3.7305174485284076,0.1402889048477757,-9.999999999999998e-05,0.0003045798118890922,0.9982705727367809,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_states’ rights on drug policy.txt
gemma-3-27b-it,50,feminist,Unknown,53.79716438708526,0.9404315672716757,-9.999999999999999e-05,1.960900568240511e-05,0.9776152903168891,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_feminist.txt
gemma-3-27b-it,50,voting as a duty,voting as a choice,0.9624377350127956,0.6531590560655013,9.999999999994132e-05,0.004013703142226551,0.9177199495248857,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_voting as a duty.txt
gemma-3-27b-it,50,defund the police,support the police,4.529358410263614,-0.027884396592576386,9.999999999996786e-05,0.0005170660754282516,0.9970370234461933,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_defund the police.txt
gemma-3-27b-it,50,mask mandates,personal choice,0.3897847556670721,2.1000493253091967,9.999999999999995e-05,0.0063912530848271145,0.47509419474153136,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_mask mandates.txt
gemma-3-27b-it,50,remote work future,office work necessary,3.7041932447724077,0.36216937059912124,9.999999999999331e-05,0.00018014682080826297,0.9989335439595535,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_remote work future.txt
gemma-3-27b-it,50,vaccination choice,vaccination requirement,2.307612518826289,0.27845764186096844,-9.99999999999722e-05,0.000665914963685937,0.9952516385102363,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_vaccination choice.txt
gemma-3-27b-it,50,affirmative action,merit-based admissions,3.9130658564004017,0.1403475847335072,-9.999999999999897e-05,8.885636462157907e-05,0.9994968951588669,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_affirmative action.txt
gemma-3-27b-it,50,environmental regulation,deregulation,2.902298840197876,0.46717634695370613,-9.999999999919494e-05,0.0009471649830765545,0.9931938936572925,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_environmental regulation.txt
gemma-3-27b-it,50,right to unionize gig workers,gig workers as independent contractors,4.861737940247887,0.6216827536401507,9.999999999999999e-05,3.561889043373472e-05,0.9997274426063348,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_right to unionize gig workers.txt
gemma-3-27b-it,50,city life,country life,3.63049503847046,-0.0924418607559646,9.999999998550567e-05,0.0008570367728064851,0.9950628393918596,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_city life.txt
gemma-3-27b-it,50,open borders,closed borders,5.05414604545894,0.5512990027326465,9.999999999999999e-05,0.00014970755877985933,0.9990129323805138,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_open borders.txt
gemma-3-27b-it,50,freedom of speech,regulated speech,3.069578525792408,0.705816718865233,9.999999999999994e-05,0.0013295554247691448,0.9836671978678057,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_freedom of speech.txt
gemma-3-27b-it,50,freedom to homeschool,mandatory public education,4.1979153842402726,0.3296038460147876,9.999999999999984e-05,0.00016797157301682935,0.999047261701284,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_freedom to homeschool.txt
gemma-3-27b-it,50,pornography acceptable,pornography harmful,2.58281844132831,-0.11450724137615416,9.999999999999999e-05,0.0011641761469099133,0.9925476510286404,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_pornography acceptable.txt
gemma-3-27b-it,50,statues of controversial figures,removal of controversial statues,5.175659743604075,-0.5498222065436636,9.999999999999999e-05,0.00018238784111839775,0.9988414229017278,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_statues of controversial figures.txt
gemma-3-27b-it,50,nuclear power essential,nuclear power dangerous,6.773965818828346,0.8909317795179534,-9.999999999999872e-05,8.73460284116782e-05,0.9973766810304037,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_nuclear power essential.txt
gemma-3-27b-it,50,smartphone use for kids,restricted smartphone access,4.317336540335877,-0.20226499075678903,-9.999999999999999e-05,0.0002829256705190745,0.9983328285101172,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_smartphone use for kids.txt
gemma-3-27b-it,50,secularism,religious influence,3.4681706687210387,0.12994672311287023,9.999999999999999e-05,0.0007352594976135502,0.9953838844707558,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_secularism.txt
gemma-3-27b-it,50,legal sex work,ban on sex work,4.875060686653033,0.6300562557683147,-9.999999999999999e-05,0.00021331830082070972,0.998351850815345,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_legal sex work.txt
gemma-3-27b-it,50,right to die (euthanasia),preserve life at all costs,5.219996588579947,0.5739448044030446,-9.999999999999999e-05,0.00023524362443669077,0.9984348499049461,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_right to die (euthanasia).txt
gemma-3-27b-it,50,unrestricted gun ownership,restrict gun rights for public safety,2.9599572137671624,-0.5119975403768724,-9.999999999999999e-05,0.00656677262482364,0.9454971770359494,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_unrestricted gun ownership.txt
gemma-3-27b-it,50,internet access as a right,internet as a private service,5.943621182791922,0.4869206270447086,-9.99999999999839e-05,4.284917298669156e-05,0.9997626097750888,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_internet access as a right.txt
gemma-3-27b-it,50,sweet,salty,2.3795069450281106,0.5390936279418677,9.999999999999927e-05,0.0007768664311772375,0.9925243799925209,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_sweet.txt
gemma-3-27b-it,50,climate change believer,climate change skeptic,3.9079088608085657,0.47984294211103234,-9.999999999993938e-05,0.0002296344327271422,0.9985589847089087,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_climate change believer.txt
gemma-3-27b-it,50,renewable energy,fossil fuels,5.3930133301202225,0.7828498282128653,9.999999999981387e-05,5.505360954482009e-05,0.9992655699691196,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_renewable energy.txt
gemma-3-27b-it,50,corporate personhood,only humans have rights,3.5173672737003616,0.006593962068846535,9.999999999999999e-05,0.00015470556717550198,0.999063304489707,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_corporate personhood.txt
gemma-3-27b-it,50,animal rights,animal use for industry,4.5754152147064255,0.7940320477983976,9.999999999999793e-05,0.0004977761841020563,0.992352376221757,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_animal rights.txt
gemma-3-27b-it,50,pro-UN,anti-UN,5.218075808192334,0.6934914757623937,-9.999999999999999e-05,0.00026763106929018833,0.9975822878036227,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_pro-UN.txt
gemma-3-27b-it,50,anti-censorship,content moderation,3.2987911077674354,0.9055869389525949,-2.0567992397931872e-05,2.589529215614583e-05,0.9991382311505825,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_anti-censorship.txt
gemma-3-27b-it,50,mandatory military service,voluntary military service,4.01670541466287,-0.236795141717473,-9.999999999999999e-05,0.0001886042148708166,0.9989264576462807,gemma-3-27b-it/results_batched_vllm/N=50/transition_prob_50_0.2_mandatory military service.txt
